,antenna_array_1,antenna_array_2,antenna_array_3,antenna_array_4
0,11,44,6,59
1,17,38,7,53
2,12,40,7,46
3,4,44,4,56
4,16,42,5,54
5,13,43,10,48
6,9,42,6,54
7,12,43,9,56
8,13,43,3,49
9,13,43,6,48
10,10,39,6,49
11,14,41,7,49
12,10,44,4,49
13,14,40,9,47
14,11,42,11,45
15,13,42,4,50
16,15,43,3,51
17,16,43,10,54
18,12,47,6,46
19,11,43,5,51
20,10,42,6,60
21,13,43,8,50
22,10,39,5,49
23,13,45,9,53
24,11,41,4,50
