,antenna_array_1,antenna_array_2,antenna_array_3,antenna_array_4
0,3,-15,17,-11
1,8,-21,14,-10
2,6,-19,12,-8
3,5,-18,15,-7
4,6,-19,18,-10
5,8,-17,12,-8
6,3,-18,13,-12
7,12,-21,18,-9
8,7,-18,16,-12
9,9,-15,19,-10
10,4,-17,14,-8
11,4,-19,12,-6
12,10,-16,15,-9
13,7,-20,17,-10
14,8,-19,17,-10
15,9,-18,11,-8
16,8,-18,14,-9
17,6,-20,12,-6
18,7,-14,15,-12
19,9,-18,17,-10
20,9,-22,19,-10
21,4,-19,14,-12
22,6,-18,19,-10
23,7,-16,15,-9
24,2,-17,15,-13
