,antenna_array_1,antenna_array_2,antenna_array_3,antenna_array_4
0,-20,0,-33,-13
1,-18,1,-35,-16
2,-17,2,-38,-11
3,-16,6,89,-12
4,-22,3,-40,-22
5,-24,5,-32,-17
6,-22,1,-37,-15
7,-19,5,89,-21
8,-19,5,-35,-17
9,-17,1,-34,-17
10,-18,5,-39,-17
11,-18,5,-37,-12
12,-19,3,-34,-11
13,-20,6,-38,-11
14,-22,2,-34,-16
15,-21,6,-34,-14
16,-21,4,-32,-11
17,-19,5,-33,-17
18,-19,-1,-39,-18
19,-17,3,89,-20
20,-19,-2,-39,-21
21,-20,4,89,-12
22,-22,-1,89,-17
23,-22,-1,89,-17
24,-22,1,89,-19
