,antenna_array_1,antenna_array_2,antenna_array_3,antenna_array_4
0,-63,13,-35,3
1,-57,-90,-34,6
2,-59,-90,-33,6
3,-57,14,-32,5
4,-60,-90,-32,4
5,-50,-90,-35,2
6,-57,16,-21,3
7,-51,-90,-31,8
8,-64,-90,-37,4
9,-64,-90,-31,6
10,-61,-90,-29,10
11,-53,-90,-34,7
12,-61,-90,-32,9
13,-54,-90,-37,8
14,-52,-90,-29,1
15,-62,-90,-33,5
16,-52,-90,-29,12
17,-58,-90,-39,7
18,-51,-90,-31,5
19,-52,-90,-31,2
20,-57,-90,-35,7
21,-64,-90,-31,9
22,-53,-90,-35,3
23,-60,-90,-30,10
24,-56,-90,-36,5
