,antenna_array_1,antenna_array_2,antenna_array_3,antenna_array_4
0,-35,-22,-6,-6
1,-11,-21,-9,-3
2,-13,-23,-6,-2
3,-6,-26,-4,-7
4,-7,-25,-5,-1
5,-8,-29,-3,-5
6,-6,-23,-7,-7
7,-7,-34,-6,-3
8,-8,-22,-7,-7
9,-5,-24,-8,-3
10,-8,-21,-5,-3
11,-7,-22,-3,-4
12,-8,-20,-7,-11
13,-9,-23,-7,-5
14,-6,-23,-6,-3
15,-9,-23,-6,-9
16,-5,-26,-7,-3
17,-8,-22,-2,-4
18,-6,-25,-5,-10
19,-11,-21,-7,-7
20,-8,-22,-9,-6
21,-10,-21,-5,-4
22,-7,-25,-3,-7
23,-8,-17,-6,-9
24,-3,-21,-6,-4
