,antenna_array_1,antenna_array_2,antenna_array_3,antenna_array_4
0,4,-41,-9,-45
1,4,-34,-5,-50
2,3,-38,-8,-47
3,0,-40,-6,-48
4,0,-40,-7,-49
5,-2,-41,-7,-62
6,1,-39,-4,-52
7,1,-36,-10,-52
8,-3,-44,-3,-58
9,1,-38,-6,-56
10,-2,-38,-7,-56
11,-4,-32,-4,-59
12,0,-36,-11,-50
13,-4,-35,-9,-54
14,-2,-37,-12,-55
15,1,-35,-8,-66
16,3,-39,-2,-60
17,1,-38,-7,-49
18,-1,-39,-9,-51
19,5,-42,-8,-45
20,-3,-36,-6,-58
21,1,-33,-5,-52
22,-3,-39,-7,-70
23,1,-35,-10,-50
24,-3,-39,-6,-57
