,antenna_array_1,antenna_array_2,antenna_array_3,antenna_array_4
0,-11,51,-32,40
1,-10,53,-32,38
2,-9,50,-33,40
3,-10,52,-31,40
4,-8,48,-33,40
5,-10,50,-30,40
6,-8,51,-33,40
7,-8,50,-34,37
8,-10,52,-33,41
9,-11,50,-33,41
10,-10,49,-31,40
11,-10,52,-30,38
