,antenna_array_1,antenna_array_2,antenna_array_3,antenna_array_4
0,39,25,43,37
1,39,28,43,38
2,37,27,42,35
3,38,26,43,35
4,38,27,45,37
5,37,26,43,39
6,40,25,44,36
7,37,23,45,37
8,37,27,45,36
9,36,26,43,36
10,37,26,43,37
11,40,26,43,38
