,antenna_array_1,antenna_array_2,antenna_array_3,antenna_array_4
0,-8,23,0,46
1,-6,21,1,48
2,-8,22,-1,46
3,-6,20,-1,46
4,-7,19,1,46
5,-5,22,-1,47
6,-7,22,0,48
7,-8,19,-1,48
8,-8,21,0,50
9,-7,22,0,45
10,-8,21,0,46
11,-6,19,-1,49
