,antenna_array_1,antenna_array_2,antenna_array_3,antenna_array_4
0,10,12,-10,-22
1,1,12,-20,-22
2,1,13,-21,-25
3,2,12,-20,-24
4,2,11,-20,-24
5,3,11,-23,-24
6,1,12,-21,-24
7,4,10,-11,-23
8,4,11,-13,-26
9,2,9,-21,-23
10,2,9,-19,-23
11,3,11,-17,-24
