Timestamp(ms),Current(uA),D0-D7
817.77,8123.449,00000000
817.78,8078.331,00000000
817.79,8078.331,00000000
817.8,7852.957,00000000
817.81,8258.887,00000000
817.82,8078.331,00000000
817.83,7988.138,00000000
817.84,8123.449,00000000
817.85,8033.228,00000000
817.86,8258.887,00000000
817.87,7943.063,00000000
817.88,8213.727,00000000
817.89,8078.331,00000000
817.9,7988.138,00000000
817.91,8033.228,00000000
817.92,7898.003,00000000
817.93,8213.727,00000000
817.94,7807.925,00000000
817.95,8033.228,00000000
817.96,8213.727,00000000
817.97,8168.581,00000000
817.98,7988.138,00000000
817.99,8033.228,00000000
818,8213.727,00000000
818.01,8258.887,00000000
818.02,7988.138,00000000
818.03,8168.581,00000000
818.04,8078.331,00000000
818.05,8123.449,00000000
818.06,7988.138,00000000
818.07,8078.331,00000000
818.08,7988.138,00000000
818.09,8033.228,00000000
818.1,8078.331,00000000
818.11,7943.063,00000000
818.12,8078.331,00000000
818.13,8168.581,00000000
818.14,8213.727,00000000
818.15,8213.727,00000000
818.16,7988.138,00000000
818.17,7898.003,00000000
818.18,8033.228,00000000
818.19,8168.581,00000000
818.2,8213.727,00000000
818.21,8168.581,00000000
818.22,8213.727,00000000
818.23,8033.228,00000000
818.24,8168.581,00000000
818.25,7988.138,00000000
818.26,8213.727,00000000
818.27,7943.063,00000000
818.28,8033.228,00000000
818.29,8123.449,00000000
818.3,7943.063,00000000
818.31,7988.138,00000000
818.32,8078.331,00000000
818.33,8123.449,00000000
818.34,8033.228,00000000
818.35,8168.581,00000000
818.36,8168.581,00000000
818.37,8123.449,00000000
818.38,8078.331,00000000
818.39,8033.228,00000000
818.4,8213.727,00000000
818.41,8620.685,00000000
818.42,8847.272,00000000
818.43,7807.925,00000000
818.44,7538.032,00000000
818.45,7672.914,00000000
818.46,7627.939,00000000
818.47,7943.063,00000000
818.48,7988.138,00000000
818.49,8168.581,00000000
818.5,8078.331,00000000
818.51,7943.063,00000000
818.52,8123.449,00000000
818.53,7898.003,00000000
818.54,7988.138,00000000
818.55,8168.581,00000000
818.56,8168.581,00000000
818.57,8168.581,00000000
818.58,8033.228,00000000
818.59,8123.449,00000000
818.6,7943.063,00000000
818.61,7943.063,00000000
818.62,8033.228,00000000
818.63,8304.062,00000000
818.64,8168.581,00000000
818.65,7943.063,00000000
818.66,8213.727,00000000
818.67,8168.581,00000000
818.68,8078.331,00000000
818.69,8033.228,00000000
818.7,8033.228,00000000
818.71,8168.581,00000000
818.72,7988.138,00000000
818.73,8078.331,00000000
818.74,8078.331,00000000
818.75,7852.957,00000000
818.76,8258.887,00000000
818.77,7898.003,00000000
818.78,7988.138,00000000
818.79,8078.331,00000000
818.8,7988.138,00000000
818.81,8123.449,00000000
818.82,8078.331,00000000
818.83,8078.331,00000000
818.84,7988.138,00000000
818.85,8168.581,00000000
818.86,7988.138,00000000
818.87,8168.581,00000000
818.88,8168.581,00000000
818.89,8078.331,00000000
818.9,8078.331,00000000
818.91,8078.331,00000000
818.92,8033.228,00000000
818.93,7988.138,00000000
818.94,8213.727,00000000
818.95,8033.228,00000000
818.96,7943.063,00000000
818.97,7988.138,00000000
818.98,8213.727,00000000
818.99,8123.449,00000000
819,8123.449,00000000
819.01,8078.331,00000000
819.02,8258.887,00000000
819.03,8078.331,00000000
819.04,8213.727,00000000
819.05,8168.581,00000000
819.06,8078.331,00000000
819.07,8168.581,00000000
819.08,8033.228,00000000
819.09,8078.331,00000000
819.1,8078.331,00000000
819.11,7988.138,00000000
819.12,8213.727,00000000
819.13,8304.062,00000000
819.14,8168.581,00000000
819.15,7807.925,00000000
819.16,8033.228,00000000
819.17,8078.331,00000000
819.18,8078.331,00000000
819.19,8213.727,00000000
819.2,8033.228,00000000
819.21,8213.727,00000000
819.22,7988.138,00000000
819.23,8213.727,00000000
819.24,8168.581,00000000
819.25,8258.887,00000000
819.26,8168.581,00000000
819.27,7988.138,00000000
819.28,7988.138,00000000
819.29,8033.228,00000000
819.3,8033.228,00000000
819.31,7988.138,00000000
819.32,8304.062,00000000
819.33,8123.449,00000000
819.34,7988.138,00000000
819.35,8123.449,00000000
819.36,8078.331,00000000
819.37,8123.449,00000000
819.38,7988.138,00000000
819.39,8033.228,00000000
819.4,7988.138,00000000
819.41,8439.672,00000000
819.42,8665.974,00000000
819.43,7627.939,00000000
819.44,7762.907,00000000
819.45,8123.449,00000000
819.46,7943.063,00000000
819.47,8033.228,00000000
819.48,7898.003,00000000
819.49,7988.138,00000000
819.5,8033.228,00000000
819.51,8033.228,00000000
819.52,8168.581,00000000
819.53,8123.449,00000000
819.54,8078.331,00000000
819.55,7988.138,00000000
819.56,8033.228,00000000
819.57,7988.138,00000000
819.58,8123.449,00000000
819.59,8123.449,00000000
819.6,8033.228,00000000
819.61,8033.228,00000000
819.62,7943.063,00000000
819.63,8123.449,00000000
819.64,8078.331,00000000
819.65,8033.228,00000000
819.66,8168.581,00000000
819.67,7807.925,00000000
819.68,7988.138,00000000
819.69,8078.331,00000000
819.7,8078.331,00000000
819.71,8078.331,00000000
819.72,8033.228,00000000
819.73,8168.581,00000000
819.74,7988.138,00000000
819.75,8168.581,00000000
819.76,8033.228,00000000
819.77,8123.449,00000000
819.78,7898.003,00000000
819.79,7988.138,00000000
819.8,8213.727,00000000
819.81,8078.331,00000000
819.82,8168.581,00000000
819.83,8078.331,00000000
819.84,8213.727,00000000
819.85,8123.449,00000000
819.86,8078.331,00000000
819.87,8033.228,00000000
819.88,8078.331,00000000
819.89,8258.887,00000000
819.9,8168.581,00000000
819.91,8078.331,00000000
819.92,8213.727,00000000
819.93,7988.138,00000000
819.94,8213.727,00000000
819.95,8168.581,00000000
819.96,8123.449,00000000
819.97,8213.727,00000000
819.98,8213.727,00000000
819.99,8078.331,00000000
820,8078.331,00000000
820.01,8033.228,00000000
820.02,8168.581,00000000
820.03,8078.331,00000000
820.04,8213.727,00000000
820.05,7988.138,00000000
820.06,8258.887,00000000
820.07,8123.449,00000000
820.08,8213.727,00000000
820.09,7988.138,00000000
820.1,8123.449,00000000
820.11,8078.331,00000000
820.12,7807.925,00000000
820.13,7898.003,00000000
820.14,8123.449,00000000
820.15,8123.449,00000000
820.16,8213.727,00000000
820.17,7898.003,00000000
820.18,8258.887,00000000
820.19,8123.449,00000000
820.2,8213.727,00000000
820.21,8123.449,00000000
820.22,7943.063,00000000
820.23,8078.331,00000000
820.24,7943.063,00000000
820.25,8123.449,00000000
820.26,7988.138,00000000
820.27,8078.331,00000000
820.28,8123.449,00000000
820.29,8033.228,00000000
820.3,7988.138,00000000
820.31,7943.063,00000000
820.32,8078.331,00000000
820.33,8033.228,00000000
820.34,8168.581,00000000
820.35,8213.727,00000000
820.36,8213.727,00000000
820.37,8123.449,00000000
820.38,8078.331,00000000
820.39,8258.887,00000000
820.4,8078.331,00000000
820.41,8756.595,00000000
820.42,8665.974,00000000
820.43,7807.925,00000000
820.44,7672.914,00000000
820.45,7762.907,00000000
820.46,7807.925,00000000
820.47,7852.957,00000000
820.48,8078.331,00000000
820.49,8258.887,00000000
820.5,8033.228,00000000
820.51,7988.138,00000000
820.52,7943.063,00000000
820.53,8123.449,00000000
820.54,7988.138,00000000
820.55,8168.581,00000000
820.56,8213.727,00000000
820.57,8258.887,00000000
820.58,8123.449,00000000
820.59,7988.138,00000000
820.6,8258.887,00000000
820.61,7988.138,00000000
820.62,8394.454,00000000
820.63,8394.454,00000000
820.64,8213.727,00000000
820.65,8078.331,00000000
820.66,8033.228,00000000
820.67,8168.581,00000000
820.68,8078.331,00000000
820.69,8123.449,00000000
820.7,8123.449,00000000
820.71,8078.331,00000000
820.72,8123.449,00000000
820.73,8033.228,00000000
820.74,8213.727,00000000
820.75,8213.727,00000000
820.76,8123.449,00000000
820.77,8078.331,00000000
820.78,8123.449,00000000
820.79,8258.887,00000000
820.8,8213.727,00000000
820.81,8213.727,00000000
820.82,7988.138,00000000
820.83,8123.449,00000000
820.84,8258.887,00000000
820.85,8033.228,00000000
820.86,8078.331,00000000
820.87,7988.138,00000000
820.88,8123.449,00000000
820.89,8258.887,00000000
820.9,8213.727,00000000
820.91,8123.449,00000000
820.92,8168.581,00000000
820.93,8168.581,00000000
820.94,8304.062,00000000
820.95,8168.581,00000000
820.96,8168.581,00000000
820.97,8213.727,00000000
820.98,8123.449,00000000
820.99,8168.581,00000000
821,8258.887,00000000
821.01,8304.062,00000000
821.02,8078.331,00000000
821.03,8033.228,00000000
821.04,8168.581,00000000
821.05,7988.138,00000000
821.06,8213.727,00000000
821.07,8123.449,00000000
821.08,8123.449,00000000
821.09,7898.003,00000000
821.1,8168.581,00000000
821.11,8304.062,00000000
821.12,7988.138,00000000
821.13,8213.727,00000000
821.14,8078.331,00000000
821.15,8213.727,00000000
821.16,7898.003,00000000
821.17,8078.331,00000000
821.18,8033.228,00000000
821.19,7988.138,00000000
821.2,8168.581,00000000
821.21,7943.063,00000000
821.22,8078.331,00000000
821.23,8033.228,00000000
821.24,7898.003,00000000
821.25,7988.138,00000000
821.26,8439.672,00000000
821.27,8078.331,00000000
821.28,7898.003,00000000
821.29,7988.138,00000000
821.3,8123.449,00000000
821.31,8213.727,00000000
821.32,8078.331,00000000
821.33,8213.727,00000000
821.34,8033.228,00000000
821.35,8123.449,00000000
821.36,7898.003,00000000
821.37,8168.581,00000000
821.38,8168.581,00000000
821.39,8123.449,00000000
821.4,8078.331,00000000
821.41,8711.277,00000000
821.42,8575.410,00000000
821.43,7672.914,00000000
821.44,7762.907,00000000
821.45,7807.925,00000000
821.46,8033.228,00000000
821.47,7988.138,00000000
821.48,8349.251,00000000
821.49,8033.228,00000000
821.5,8213.727,00000000
821.51,8123.449,00000000
821.52,8168.581,00000000
821.53,8078.331,00000000
821.54,8033.228,00000000
821.55,8168.581,00000000
821.56,8213.727,00000000
821.57,8258.887,00000000
821.58,8213.727,00000000
821.59,8168.581,00000000
821.6,8168.581,00000000
821.61,8033.228,00000000
821.62,7943.063,00000000
821.63,7988.138,00000000
821.64,8033.228,00000000
821.65,8123.449,00000000
821.66,8123.449,00000000
821.67,7988.138,00000000
821.68,7898.003,00000000
821.69,7988.138,00000000
821.7,8078.331,00000000
821.71,8213.727,00000000
821.72,8213.727,00000000
821.73,8078.331,00000000
821.74,8258.887,00000000
821.75,8123.449,00000000
821.76,8123.449,00000000
821.77,8168.581,00000000
821.78,8168.581,00000000
821.79,8123.449,00000000
821.8,8033.228,00000000
821.81,8168.581,00000000
821.82,8213.727,00000000
821.83,8349.251,00000000
821.84,8168.581,00000000
821.85,8168.581,00000000
821.86,8213.727,00000000
821.87,8168.581,00000000
821.88,8168.581,00000000
821.89,8304.062,00000000
821.9,8213.727,00000000
821.91,8168.581,00000000
821.92,8033.228,00000000
821.93,8258.887,00000000
821.94,8123.449,00000000
821.95,8168.581,00000000
821.96,8304.062,00000000
821.97,8123.449,00000000
821.98,7988.138,00000000
821.99,8123.449,00000000
822,7988.138,00000000
822.01,8123.449,00000000
822.02,8123.449,00000000
822.03,8349.251,00000000
822.04,8213.727,00000000
822.05,8123.449,00000000
822.06,8168.581,00000000
822.07,8213.727,00000000
822.08,8213.727,00000000
822.09,7988.138,00000000
822.1,8123.449,00000000
822.11,8123.449,00000000
822.12,8033.228,00000000
822.13,8168.581,00000000
822.14,8213.727,00000000
822.15,8078.331,00000000
822.16,8213.727,00000000
822.17,7988.138,00000000
822.18,8123.449,00000000
822.19,8123.449,00000000
822.2,8123.449,00000000
822.21,8078.331,00000000
822.22,8078.331,00000000
822.23,7943.063,00000000
822.24,8123.449,00000000
822.25,7943.063,00000000
822.26,8078.331,00000000
822.27,8033.228,00000000
822.28,7988.138,00000000
822.29,8123.449,00000000
822.3,8033.228,00000000
822.31,8258.887,00000000
822.32,8258.887,00000000
822.33,7988.138,00000000
822.34,8123.449,00000000
822.35,7988.138,00000000
822.36,8258.887,00000000
822.37,7898.003,00000000
822.38,8168.581,00000000
822.39,8033.228,00000000
822.4,8033.228,00000000
822.41,8665.974,00000000
822.42,8756.595,00000000
822.43,7852.957,00000000
822.44,7672.914,00000000
822.45,7852.957,00000000
822.46,7852.957,00000000
822.47,8033.228,00000000
822.48,8168.581,00000000
822.49,8078.331,00000000
822.5,8123.449,00000000
822.51,7943.063,00000000
822.52,7988.138,00000000
822.53,8394.454,00000000
822.54,8033.228,00000000
822.55,8258.887,00000000
822.56,8033.228,00000000
822.57,8078.331,00000000
822.58,7943.063,00000000
822.59,8078.331,00000000
822.6,7988.138,00000000
822.61,8033.228,00000000
822.62,8078.331,00000000
822.63,7898.003,00000000
822.64,8078.331,00000000
822.65,7852.957,00000000
822.66,8213.727,00000000
822.67,8123.449,00000000
822.68,8033.228,00000000
822.69,8213.727,00000000
822.7,7988.138,00000000
822.71,8033.228,00000000
822.72,8078.331,00000000
822.73,8168.581,00000000
822.74,8123.449,00000000
822.75,8123.449,00000000
822.76,8078.331,00000000
822.77,8078.331,00000000
822.78,8123.449,00000000
822.79,8213.727,00000000
822.8,8123.449,00000000
822.81,8078.331,00000000
822.82,7988.138,00000000
822.83,8078.331,00000000
822.84,8213.727,00000000
822.85,8078.331,00000000
822.86,8304.062,00000000
822.87,8123.449,00000000
822.88,8213.727,00000000
822.89,8123.449,00000000
822.9,8304.062,00000000
822.91,8168.581,00000000
822.92,8123.449,00000000
822.93,8033.228,00000000
822.94,8213.727,00000000
822.95,8123.449,00000000
822.96,7852.957,00000000
822.97,8168.581,00000000
822.98,8168.581,00000000
822.99,8304.062,00000000
823,8033.228,00000000
823.01,8123.449,00000000
823.02,8168.581,00000000
823.03,8078.331,00000000
823.04,8168.581,00000000
823.05,8213.727,00000000
823.06,8213.727,00000000
823.07,7988.138,00000000
823.08,8033.228,00000000
823.09,8078.331,00000000
823.1,8033.228,00000000
823.11,8078.331,00000000
823.12,8033.228,00000000
823.13,8123.449,00000000
823.14,8123.449,00000000
823.15,7988.138,00000000
823.16,7988.138,00000000
823.17,8213.727,00000000
823.18,8168.581,00000000
823.19,8168.581,00000000
823.2,7898.003,00000000
823.21,8213.727,00000000
823.22,8123.449,00000000
823.23,8033.228,00000000
823.24,8078.331,00000000
823.25,8213.727,00000000
823.26,8123.449,00000000
823.27,7988.138,00000000
823.28,8168.581,00000000
823.29,8078.331,00000000
823.3,8078.331,00000000
823.31,7943.063,00000000
823.32,7943.063,00000000
823.33,8078.331,00000000
823.34,7943.063,00000000
823.35,8168.581,00000000
823.36,8168.581,00000000
823.37,8213.727,00000000
823.38,8213.727,00000000
823.39,8078.331,00000000
823.4,8078.331,00000000
823.41,8575.410,00000000
823.42,8575.410,00000000
823.43,7582.979,00000000
823.44,7943.063,00000000
823.45,7898.003,00000000
823.46,7943.063,00000000
823.47,7943.063,00000000
823.48,7943.063,00000000
823.49,7943.063,00000000
823.5,8213.727,00000000
823.51,7988.138,00000000
823.52,8123.449,00000000
823.53,8033.228,00000000
823.54,7988.138,00000000
823.55,8033.228,00000000
823.56,8123.449,00000000
823.57,8033.228,00000000
823.58,8033.228,00000000
823.59,8078.331,00000000
823.6,7852.957,00000000
823.61,8213.727,00000000
823.62,8033.228,00000000
823.63,8168.581,00000000
823.64,8078.331,00000000
823.65,8033.228,00000000
823.66,8033.228,00000000
823.67,7988.138,00000000
823.68,8168.581,00000000
823.69,8033.228,00000000
823.7,8213.727,00000000
823.71,8033.228,00000000
823.72,7988.138,00000000
823.73,8033.228,00000000
823.74,7898.003,00000000
823.75,8033.228,00000000
823.76,8168.581,00000000
823.77,8123.449,00000000
823.78,7988.138,00000000
823.79,7943.063,00000000
823.8,7988.138,00000000
823.81,8078.331,00000000
823.82,7988.138,00000000
823.83,8033.228,00000000
823.84,8033.228,00000000
823.85,8123.449,00000000
823.86,7943.063,00000000
823.87,8213.727,00000000
823.88,8078.331,00000000
823.89,8078.331,00000000
823.9,8033.228,00000000
823.91,7943.063,00000000
823.92,8078.331,00000000
823.93,7988.138,00000000
823.94,8123.449,00000000
823.95,7988.138,00000000
823.96,7988.138,00000000
823.97,8078.331,00000000
823.98,7988.138,00000000
823.99,7988.138,00000000
824,8078.331,00000000
824.01,8033.228,00000000
824.02,8033.228,00000000
824.03,8304.062,00000000
824.04,8168.581,00000000
824.05,8123.449,00000000
824.06,8078.331,00000000
824.07,8078.331,00000000
824.08,8033.228,00000000
824.09,8168.581,00000000
824.1,7988.138,00000000
824.11,8078.331,00000000
824.12,8033.228,00000000
824.13,8213.727,00000000
824.14,8168.581,00000000
824.15,8168.581,00000000
824.16,8213.727,00000000
824.17,7807.925,00000000
824.18,8168.581,00000000
824.19,8123.449,00000000
824.2,8078.331,00000000
824.21,8078.331,00000000
824.22,8123.449,00000000
824.23,8123.449,00000000
824.24,7898.003,00000000
824.25,8078.331,00000000
824.26,7943.063,00000000
824.27,7988.138,00000000
824.28,8258.887,00000000
824.29,7852.957,00000000
824.3,8123.449,00000000
824.31,7898.003,00000000
824.32,8033.228,00000000
824.33,8168.581,00000000
824.34,8078.331,00000000
824.35,8123.449,00000000
824.36,8033.228,00000000
824.37,8123.449,00000000
824.38,7717.903,00000000
824.39,7988.138,00000000
824.4,8033.228,00000000
824.41,8575.410,00000000
824.42,8847.272,00000000
824.43,7762.907,00000000
824.44,7627.939,00000000
824.45,7538.032,00000000
824.46,8033.228,00000000
824.47,7898.003,00000000
824.48,8123.449,00000000
824.49,8213.727,00000000
824.5,8258.887,00000000
824.51,8304.062,00000000
824.52,8258.887,00000000
824.53,8168.581,00000000
824.54,8349.251,00000000
824.55,8394.454,00000000
824.56,8168.581,00000000
824.57,8123.449,00000000
824.58,8213.727,00000000
824.59,8123.449,00000000
824.6,8213.727,00000000
824.61,8123.449,00000000
824.62,8258.887,00000000
824.63,8168.581,00000000
824.64,8168.581,00000000
824.65,8168.581,00000000
824.66,8213.727,00000000
824.67,8168.581,00000000
824.68,8394.454,00000000
824.69,8213.727,00000000
824.7,8304.062,00000000
824.71,8078.331,00000000
824.72,8168.581,00000000
824.73,8258.887,00000000
824.74,8258.887,00000000
824.75,8168.581,00000000
824.76,8213.727,00000000
824.77,8349.251,00000000
824.78,8078.331,00000000
824.79,8304.062,00000000
824.8,8213.727,00000000
824.81,8258.887,00000000
824.82,8213.727,00000000
824.83,8033.228,00000000
824.84,8213.727,00000000
824.85,8213.727,00000000
824.86,8213.727,00000000
824.87,8123.449,00000000
824.88,7988.138,00000000
824.89,8349.251,00000000
824.9,8123.449,00000000
824.91,8123.449,00000000
824.92,8078.331,00000000
824.93,7988.138,00000000
824.94,8168.581,00000000
824.95,8078.331,00000000
824.96,8213.727,00000000
824.97,8168.581,00000000
824.98,8349.251,00000000
824.99,8168.581,00000000
825,8258.887,00000000
825.01,8078.331,00000000
825.02,8078.331,00000000
825.03,8123.449,00000000
825.04,8168.581,00000000
825.05,8213.727,00000000
825.06,8258.887,00000000
825.07,8123.449,00000000
825.08,8168.581,00000000
825.09,8168.581,00000000
825.1,8033.228,00000000
825.11,8258.887,00000000
825.12,8168.581,00000000
825.13,8258.887,00000000
825.14,7988.138,00000000
825.15,8123.449,00000000
825.16,8258.887,00000000
825.17,8033.228,00000000
825.18,8168.581,00000000
825.19,8078.331,00000000
825.2,8213.727,00000000
825.21,8033.228,00000000
825.22,8123.449,00000000
825.23,8168.581,00000000
825.24,8078.331,00000000
825.25,8123.449,00000000
825.26,8033.228,00000000
825.27,8078.331,00000000
825.28,7988.138,00000000
825.29,8078.331,00000000
825.3,8213.727,00000000
825.31,8258.887,00000000
825.32,8213.727,00000000
825.33,7988.138,00000000
825.34,8033.228,00000000
825.35,8258.887,00000000
825.36,8213.727,00000000
825.37,8168.581,00000000
825.38,7943.063,00000000
825.39,8304.062,00000000
825.4,8213.727,00000000
825.41,8620.685,00000000
825.42,8665.974,00000000
825.43,7852.957,00000000
825.44,7898.003,00000000
825.45,7988.138,00000000
825.46,8168.581,00000000
825.47,8033.228,00000000
825.48,8123.449,00000000
825.49,8213.727,00000000
825.5,8213.727,00000000
825.51,8168.581,00000000
825.52,8033.228,00000000
825.53,8123.449,00000000
825.54,8304.062,00000000
825.55,8123.449,00000000
825.56,8123.449,00000000
825.57,8078.331,00000000
825.58,8394.454,00000000
825.59,8078.331,00000000
825.6,8304.062,00000000
825.61,8078.331,00000000
825.62,8168.581,00000000
825.63,8123.449,00000000
825.64,8349.251,00000000
825.65,8213.727,00000000
825.66,8033.228,00000000
825.67,8168.581,00000000
825.68,8304.062,00000000
825.69,8123.449,00000000
825.7,8168.581,00000000
825.71,8213.727,00000000
825.72,8213.727,00000000
825.73,8123.449,00000000
825.74,8258.887,00000000
825.75,8213.727,00000000
825.76,8078.331,00000000
825.77,8168.581,00000000
825.78,8033.228,00000000
825.79,8258.887,00000000
825.8,8213.727,00000000
825.81,8258.887,00000000
825.82,8213.727,00000000
825.83,8304.062,00000000
825.84,7988.138,00000000
825.85,8078.331,00000000
825.86,8394.454,00000000
825.87,8213.727,00000000
825.88,8304.062,00000000
825.89,8168.581,00000000
825.9,8213.727,00000000
825.91,8349.251,00000000
825.92,8304.062,00000000
825.93,8213.727,00000000
825.94,8258.887,00000000
825.95,8349.251,00000000
825.96,8394.454,00000000
825.97,8213.727,00000000
825.98,8394.454,00000000
825.99,8123.449,00000000
826,8304.062,00000000
826.01,8258.887,00000000
826.02,8168.581,00000000
826.03,8078.331,00000000
826.04,8168.581,00000000
826.05,8168.581,00000000
826.06,8213.727,00000000
826.07,8213.727,00000000
826.08,8304.062,00000000
826.09,8033.228,00000000
826.1,8123.449,00000000
826.11,8123.449,00000000
826.12,8213.727,00000000
826.13,8168.581,00000000
826.14,8168.581,00000000
826.15,8394.454,00000000
826.16,8213.727,00000000
826.17,8168.581,00000000
826.18,8304.062,00000000
826.19,8213.727,00000000
826.2,8304.062,00000000
826.21,8168.581,00000000
826.22,7988.138,00000000
826.23,8123.449,00000000
826.24,7988.138,00000000
826.25,8394.454,00000000
826.26,8213.727,00000000
826.27,8123.449,00000000
826.28,8123.449,00000000
826.29,8033.228,00000000
826.3,8168.581,00000000
826.31,8213.727,00000000
826.32,8304.062,00000000
826.33,8078.331,00000000
826.34,8123.449,00000000
826.35,8213.727,00000000
826.36,8078.331,00000000
826.37,8078.331,00000000
826.38,8213.727,00000000
826.39,8123.449,00000000
826.4,8123.449,00000000
826.41,8575.410,00000000
826.42,8711.277,00000000
826.43,7807.925,00000000
826.44,7403.279,00000000
826.45,7762.907,00000000
826.46,7988.138,00000000
826.47,7943.063,00000000
826.48,8213.727,00000000
826.49,7988.138,00000000
826.5,8123.449,00000000
826.51,8213.727,00000000
826.52,8078.331,00000000
826.53,8213.727,00000000
826.54,7943.063,00000000
826.55,8033.228,00000000
826.56,8078.331,00000000
826.57,8168.581,00000000
826.58,8258.887,00000000
826.59,8304.062,00000000
826.6,8168.581,00000000
826.61,7988.138,00000000
826.62,8078.331,00000000
826.63,8168.581,00000000
826.64,8213.727,00000000
826.65,8349.251,00000000
826.66,8123.449,00000000
826.67,8033.228,00000000
826.68,7988.138,00000000
826.69,8033.228,00000000
826.7,8258.887,00000000
826.71,8033.228,00000000
826.72,8213.727,00000000
826.73,7898.003,00000000
826.74,8168.581,00000000
826.75,8078.331,00000000
826.76,8168.581,00000000
826.77,8213.727,00000000
826.78,7988.138,00000000
826.79,8213.727,00000000
826.8,8033.228,00000000
826.81,8213.727,00000000
826.82,8168.581,00000000
826.83,8168.581,00000000
826.84,8213.727,00000000
826.85,8168.581,00000000
826.86,8168.581,00000000
826.87,8258.887,00000000
826.88,8213.727,00000000
826.89,8168.581,00000000
826.9,8168.581,00000000
826.91,8304.062,00000000
826.92,8213.727,00000000
826.93,8213.727,00000000
826.94,8304.062,00000000
826.95,8033.228,00000000
826.96,8304.062,00000000
826.97,7988.138,00000000
826.98,8304.062,00000000
826.99,8168.581,00000000
827,8168.581,00000000
827.01,8123.449,00000000
827.02,8168.581,00000000
827.03,8304.062,00000000
827.04,8078.331,00000000
827.05,8168.581,00000000
827.06,8078.331,00000000
827.07,7988.138,00000000
827.08,8258.887,00000000
827.09,8168.581,00000000
827.1,8123.449,00000000
827.11,8033.228,00000000
827.12,8123.449,00000000
827.13,8213.727,00000000
827.14,8258.887,00000000
827.15,8213.727,00000000
827.16,8033.228,00000000
827.17,8213.727,00000000
827.18,7988.138,00000000
827.19,8168.581,00000000
827.2,8304.062,00000000
827.21,8213.727,00000000
827.22,8213.727,00000000
827.23,7898.003,00000000
827.24,8123.449,00000000
827.25,8033.228,00000000
827.26,8033.228,00000000
827.27,8078.331,00000000
827.28,8123.449,00000000
827.29,8123.449,00000000
827.3,8033.228,00000000
827.31,8258.887,00000000
827.32,8033.228,00000000
827.33,8304.062,00000000
827.34,8168.581,00000000
827.35,8123.449,00000000
827.36,8213.727,00000000
827.37,8213.727,00000000
827.38,8213.727,00000000
827.39,8304.062,00000000
827.4,8258.887,00000000
827.41,8711.277,00000000
827.42,8620.685,00000000
827.43,7807.925,00000000
827.44,7672.914,00000000
827.45,8033.228,00000000
827.46,8033.228,00000000
827.47,8168.581,00000000
827.48,8213.727,00000000
827.49,8033.228,00000000
827.5,8213.727,00000000
827.51,8078.331,00000000
827.52,8123.449,00000000
827.53,8123.449,00000000
827.54,8213.727,00000000
827.55,8213.727,00000000
827.56,8078.331,00000000
827.57,8213.727,00000000
827.58,8349.251,00000000
827.59,8123.449,00000000
827.6,7988.138,00000000
827.61,8168.581,00000000
827.62,8078.331,00000000
827.63,8033.228,00000000
827.64,8213.727,00000000
827.65,8258.887,00000000
827.66,8258.887,00000000
827.67,8213.727,00000000
827.68,7988.138,00000000
827.69,8078.331,00000000
827.7,8213.727,00000000
827.71,8078.331,00000000
827.72,8078.331,00000000
827.73,7988.138,00000000
827.74,8123.449,00000000
827.75,8123.449,00000000
827.76,8033.228,00000000
827.77,8123.449,00000000
827.78,8033.228,00000000
827.79,8168.581,00000000
827.8,8123.449,00000000
827.81,8213.727,00000000
827.82,8078.331,00000000
827.83,8078.331,00000000
827.84,7988.138,00000000
827.85,8123.449,00000000
827.86,7988.138,00000000
827.87,7988.138,00000000
827.88,7988.138,00000000
827.89,8078.331,00000000
827.9,8123.449,00000000
827.91,7988.138,00000000
827.92,8033.228,00000000
827.93,8033.228,00000000
827.94,8033.228,00000000
827.95,7943.063,00000000
827.96,8033.228,00000000
827.97,8078.331,00000000
827.98,8078.331,00000000
827.99,8078.331,00000000
828,8168.581,00000000
828.01,7988.138,00000000
828.02,8168.581,00000000
828.03,8258.887,00000000
828.04,8213.727,00000000
828.05,8123.449,00000000
828.06,8078.331,00000000
828.07,8258.887,00000000
828.08,7988.138,00000000
828.09,8033.228,00000000
828.1,7988.138,00000000
828.11,7988.138,00000000
828.12,8123.449,00000000
828.13,7943.063,00000000
828.14,8078.331,00000000
828.15,8168.581,00000000
828.16,7852.957,00000000
828.17,8078.331,00000000
828.18,8078.331,00000000
828.19,8123.449,00000000
828.2,8078.331,00000000
828.21,8258.887,00000000
828.22,8213.727,00000000
828.23,8123.449,00000000
828.24,8078.331,00000000
828.25,8078.331,00000000
828.26,8033.228,00000000
828.27,8078.331,00000000
828.28,8168.581,00000000
828.29,8168.581,00000000
828.3,8033.228,00000000
828.31,8078.331,00000000
828.32,7988.138,00000000
828.33,8033.228,00000000
828.34,8123.449,00000000
828.35,8213.727,00000000
828.36,8168.581,00000000
828.37,7988.138,00000000
828.38,8213.727,00000000
828.39,8078.331,00000000
828.4,8078.331,00000000
828.41,8801.927,00000000
828.42,8801.927,00000000
828.43,7943.063,00000000
828.44,7717.903,00000000
828.45,7717.903,00000000
828.46,7898.003,00000000
828.47,7988.138,00000000
828.48,8033.228,00000000
828.49,8123.449,00000000
828.5,8123.449,00000000
828.51,8078.331,00000000
828.52,8213.727,00000000
828.53,7943.063,00000000
