,antenna_array_1,antenna_array_2,antenna_array_3,antenna_array_4
0,-53,-9,-32,-2
1,-55,-9,-30,-1
2,-56,-9,-32,-2
3,-57,-8,-33,-2
4,-57,-8,-33,-2
5,-54,-8,-31,-1
6,-54,-9,-30,-1
7,-55,-10,-31,-3
8,-54,-9,-32,-2
9,-58,-10,-31,-2
10,-56,-10,-32,-3
11,-57,-10,-30,-2
12,-56,-9,-33,-3
13,-56,-10,-33,-3
14,-56,-9,-31,-3
15,-57,-9,-31,-3
16,-54,-9,-32,-3
17,-52,-8,-31,-2
18,-56,-7,-32,-3
19,-57,-9,-33,-2
20,-52,-11,-32,-1
21,-56,-11,-32,-2
22,-54,-10,-31,-2
23,-55,-10,-30,-2
24,-55,-10,-31,-1
