,antenna_array_1,antenna_array_2,antenna_array_3,antenna_array_4
0,59,-3,36,-1
1,53,-1,34,1
2,57,-1,35,0
3,59,-3,35,-1
4,56,-2,35,0
5,56,-2,35,1
6,57,-3,36,0
7,55,-5,35,0
8,59,-5,36,0
9,57,-1,36,0
10,60,-2,34,1
11,56,-1,33,1
12,56,-1,35,0
13,56,-2,33,0
14,56,-2,35,-2
15,58,-1,35,1
16,55,-3,34,1
17,54,-2,35,2
18,59,-2,36,0
19,58,-2,37,1
20,57,-2,36,1
21,56,-1,33,0
22,57,-2,35,0
23,53,-1,35,0
