,antenna_array_1,antenna_array_2,antenna_array_3,antenna_array_4
0,89,-9,66,4
1,89,-9,66,3
2,89,-9,66,3
3,89,-9,68,5
4,89,-9,67,4
5,89,-9,67,3
6,89,-8,66,4
7,89,-7,66,3
8,89,-7,65,4
9,89,-10,64,3
10,89,-9,64,5
11,89,-8,69,5
12,89,-10,65,5
13,89,-8,70,5
14,89,-7,67,3
15,89,-7,66,4
16,89,-10,61,3
17,89,-8,66,5
18,89,-9,68,4
19,89,-8,63,5
20,89,-8,67,5
21,89,-8,66,2
22,89,-7,63,5
23,89,-9,65,5
24,89,-8,61,5
