,antenna_array_1,antenna_array_2,antenna_array_3,antenna_array_4
0,35,-2,23,-3
1,34,-2,23,-4
2,39,-1,24,-5
3,34,-1,22,-3
4,33,-1,24,-2
5,36,-1,23,-4
6,34,-2,23,-4
7,36,-4,24,-3
8,35,-2,24,-3
9,35,-1,24,-4
10,36,-2,23,-4
11,35,-2,24,-2
12,38,-2,25,-4
13,36,-3,23,-5
14,35,-1,24,-4
15,36,0,24,-3
16,37,0,24,-4
17,33,-2,24,-4
18,36,-2,22,-4
19,37,0,24,-3
20,36,-1,24,-2
21,37,-1,24,-5
22,35,0,25,-3
