,antenna_array_1,antenna_array_2,antenna_array_3,antenna_array_4
0,79,-2,48,1
1,85,0,45,0
2,82,-1,46,2
3,86,-1,47,0
4,76,-2,45,-2
5,75,-2,46,-2
6,80,-2,47,2
7,81,0,47,0
8,76,0,45,1
9,76,-2,48,0
10,84,-2,46,0
11,75,-2,46,1
12,76,-1,44,0
13,74,-1,48,1
14,78,-1,44,-1
15,74,-3,45,0
16,78,-1,45,0
17,78,-1,45,1
18,76,-3,45,0
19,72,-1,46,2
20,78,-2,45,1
21,70,1,46,0
22,80,-1,43,1
23,73,-2,45,-1
