,antenna_array_1,antenna_array_2,antenna_array_3,antenna_array_4
0,-26,-8,-22,3
1,-25,-6,-21,3
2,-26,-7,-22,3
3,-24,-7,-20,2
4,-24,-8,-21,3
5,-24,-8,-21,2
6,-25,-8,-20,4
7,-25,-9,-21,2
8,-25,-8,-20,3
9,-24,-9,-21,4
10,-23,-8,-30,3
11,-24,-7,-20,3
12,-25,-8,-21,4
13,-24,-8,-22,3
14,-25,-9,-22,1
15,-23,-7,-21,3
16,-26,-8,-22,2
17,-25,-8,-21,2
18,-26,-7,-21,2
19,-24,-7,-21,3
20,-24,-7,-20,3
21,-24,-8,-20,2
22,-25,-8,-21,4
23,-25,-8,-21,3
24,-24,-7,-21,-5
