,antenna_array_1,antenna_array_2,antenna_array_3,antenna_array_4
0,8,-12,7,-4
1,7,-10,7,-3
2,8,-11,7,-2
3,6,-12,5,-2
4,8,-10,7,-4
5,7,-11,7,-2
6,9,-11,5,-2
7,8,-11,6,-3
8,7,-10,5,-4
9,8,-11,6,-1
10,9,-11,6,-2
11,8,-11,4,-3
12,7,-10,7,-2
13,7,-10,6,-2
14,8,-12,7,-3
15,8,-12,7,-3
16,8,-12,6,-3
17,8,-10,6,-2
18,9,-11,6,0
19,8,-11,7,-1
20,9,-12,7,0
21,7,-10,5,-1
22,8,-11,8,-2
23,9,-11,6,-3
