,antenna_array_1,antenna_array_2,antenna_array_3,antenna_array_4
0,-90,10,-90,44
1,-90,11,-90,42
2,-90,10,-90,43
3,-90,12,-90,41
4,-90,11,-90,43
5,-90,12,-90,45
6,-90,12,-90,42
7,-90,10,-90,41
8,-90,11,-90,43
9,-90,11,-90,42
10,-90,11,-90,42
11,-90,11,-90,43
12,-90,12,-90,41
13,-90,10,-90,42
14,-90,10,-90,44
15,-90,11,-90,44
16,-90,12,-90,45
17,-90,8,-90,41
18,-90,11,-90,41
19,-90,11,-90,43
20,-90,11,-90,42
21,-90,10,-90,42
22,-90,10,-90,45
23,-90,11,-90,45
24,-90,11,-90,42
