,antenna_array_1,antenna_array_2,antenna_array_3,antenna_array_4
0,-38,-6,-26,0
1,-38,-7,-29,0
2,-38,-7,-28,-1
3,-38,-6,-25,0
4,-37,-6,-29,2
5,-36,-6,-29,0
6,-35,-8,-29,0
7,-38,-7,-26,0
8,-37,-7,-29,0
9,-38,-8,-25,2
10,-37,-7,-27,0
11,-36,-7,-28,1
12,-38,-6,-27,1
13,-36,-4,-27,-1
14,-37,-7,-27,0
15,-37,-7,-28,1
16,-37,-7,-28,1
17,-36,-7,-28,0
18,-34,-6,-29,1
19,-38,-7,-27,1
20,-36,-5,-29,2
21,-38,-7,-28,1
22,-38,-6,-29,0
23,-37,-6,-26,0
