,antenna_array_1,antenna_array_2,antenna_array_3,antenna_array_4
0,-18,-12,-14,-2
1,-16,-9,-14,-1
2,-16,-10,-14,-6
3,-18,-11,-15,-2
4,-17,-12,-14,-1
5,-17,-9,-14,-1
6,-16,-10,-15,-1
7,-16,-9,-12,-1
8,-17,-11,-12,-2
9,-16,-11,-13,-1
10,-18,-10,-15,0
11,-17,-10,-15,1
12,-18,-9,-14,-1
13,-19,-8,-14,-2
14,-16,-11,-14,-2
15,-17,-10,-13,-2
16,-16,-10,-16,-1
17,-17,-8,-13,0
18,-17,-10,-15,-2
19,-17,-12,-12,-1
20,-17,-8,-14,-1
21,-17,-10,-14,-1
22,-16,-10,-13,-2
23,-18,-10,-13,-2
24,-17,-11,-15,0
