,antenna_array_1,antenna_array_2,antenna_array_3,antenna_array_4
0,89,-15,77,11
1,89,-14,76,12
2,89,-14,72,10
3,89,-15,70,11
4,89,-14,82,11
5,89,-16,82,10
6,89,-14,81,11
7,89,-13,78,12
8,89,-13,74,11
9,89,-14,77,11
10,89,-14,72,11
11,89,-13,74,11
12,89,-15,79,10
13,89,-14,82,11
14,89,-17,74,12
15,89,-16,75,11
16,89,-12,77,10
17,89,-15,77,10
18,89,-14,74,11
19,89,-13,78,11
20,89,-17,75,10
21,89,-15,77,11
22,89,-16,75,13
23,89,-15,76,10
