,antenna_array_1,antenna_array_2,antenna_array_3,antenna_array_4
0,-24,-90,-29,-8
1,-26,-90,0,-8
2,-23,-90,6,-8
3,-28,-90,1,-8
4,-21,-90,12,-6
5,-23,-90,3,-7
6,-21,-90,7,-9
7,-23,-90,9,-9
8,-25,-90,-68,-12
9,-19,-90,-90,-8
10,-20,-90,-90,-11
11,-18,-90,-90,-10
12,-18,-90,-90,-10
13,-21,-90,-90,-9
14,-19,-90,-90,-8
15,-18,-90,-90,-10
16,-17,-90,-68,-8
17,-18,-90,-65,-7
18,-17,-90,-60,-7
19,-17,-90,-61,-8
20,-16,-90,-24,-8
21,-16,-90,-55,-6
22,-16,-90,-56,-7
23,-16,-90,-59,-7
24,-17,-90,-58,-8
